InteractionID;CampaignID;CampaignName;CustomerID;CampaignMedium;EngagementLevel;ConversionStatus
2943;4;Summer Sale 2024;9842;Social Media;Opened;Not Converted
2944;3;Summer Sale 2024;10790;Social Media;Ignored;Not Converted
2945;3;Summer Sale 2024;6921;SMS;Clicked;Converted
2946;4;Summer Sale 2024;3885;Social Media;Clicked;Not Converted
2947;3;Summer Sale 2024;9448;SMS;Ignored;Not Converted
2948;2;Summer Sale 2024;9210;SMS;Clicked;Converted
2949;2;Summer Sale 2024;606;Social Media;Ignored;Not Converted
2950;3;Summer Sale 2024;8021;Email;Clicked;Converted
2951;2;Summer Sale 2024;7481;Email;Ignored;Not Converted
2952;4;Summer Sale 2024;3523;Social Media;Opened;Not Converted
2953;2;Summer Sale 2024;2757;Social Media;Clicked;Converted
2954;1;Summer Sale 2024;1685;Social Media;Opened;Not Converted
2955;1;Summer Sale 2024;7104;Social Media;Clicked;Not Converted
2956;4;Summer Sale 2024;9969;Email;Opened;Not Converted
2957;5;Summer Sale 2024;5619;SMS;Opened;Not Converted
2958;4;Summer Sale 2024;3519;SMS;Ignored;Not Converted
2959;5;Summer Sale 2024;4696;Email;Clicked;Converted
2960;1;Summer Sale 2024;5761;Email;Ignored;Not Converted
2961;4;Summer Sale 2024;2275;Social Media;Ignored;Not Converted
2962;1;Summer Sale 2024;8518;Email;Ignored;Not Converted
2963;5;Summer Sale 2024;5631;SMS;Opened;Converted
2964;2;Summer Sale 2024;1771;Social Media;Clicked;Converted
2965;4;Summer Sale 2024;10313;SMS;Clicked;Converted
2966;5;Summer Sale 2024;414;Social Media;Opened;Converted
2967;5;Summer Sale 2024;7544;Social Media;Opened;Converted
2968;3;Summer Sale 2024;5747;Email;Opened;Converted
2969;3;Summer Sale 2024;11652;SMS;Opened;Converted
2970;4;Summer Sale 2024;11792;Social Media;Opened;Not Converted
2971;5;Summer Sale 2024;11608;Social Media;Opened;Not Converted
2972;5;Summer Sale 2024;297;Social Media;Clicked;Converted
2973;4;Summer Sale 2024;9332;SMS;Ignored;Not Converted
2974;4;Summer Sale 2024;5540;Social Media;Clicked;Not Converted
2975;4;Summer Sale 2024;10679;Email;Clicked;Converted
2976;1;Summer Sale 2024;8587;Email;Ignored;Not Converted
2977;4;Summer Sale 2024;8504;Social Media;Ignored;Not Converted
2978;3;Summer Sale 2024;11282;Email;Clicked;Converted
2979;1;Summer Sale 2024;5858;Social Media;Opened;Not Converted
2980;5;Summer Sale 2024;1834;Social Media;Opened;Not Converted
2981;3;Summer Sale 2024;4504;Email;Opened;Not Converted
2982;3;Summer Sale 2024;3862;Social Media;Ignored;Not Converted
2983;4;Summer Sale 2024;1432;SMS;Opened;Converted
2984;2;Summer Sale 2024;703;Email;Ignored;Not Converted
2985;2;Summer Sale 2024;2153;Email;Ignored;Not Converted
2986;5;Summer Sale 2024;21;Email;Ignored;Not Converted
2987;4;Summer Sale 2024;9822;SMS;Opened;Converted
2988;4;Summer Sale 2024;9153;SMS;Opened;Converted
2989;2;Summer Sale 2024;2821;Social Media;Clicked;Not Converted
2990;1;Summer Sale 2024;7481;Social Media;Clicked;Converted
2991;5;Summer Sale 2024;8557;Social Media;Ignored;Not Converted
2992;1;Summer Sale 2024;6677;SMS;Ignored;Not Converted
2993;5;Summer Sale 2024;3150;Social Media;Ignored;Not Converted
2994;5;Summer Sale 2024;12312;Email;Opened;Not Converted
2995;4;Summer Sale 2024;11723;Social Media;Ignored;Not Converted
2996;2;Summer Sale 2024;4373;Social Media;Clicked;Not Converted
2997;1;Summer Sale 2024;8168;SMS;Clicked;Converted
2998;5;Summer Sale 2024;9659;Social Media;Clicked;Not Converted
2999;5;Summer Sale 2024;3070;Email;Clicked;Converted
3000;5;Summer Sale 2024;6584;Social Media;Ignored;Not Converted
3001;4;Summer Sale 2024;936;Email;Opened;Not Converted
3002;5;Summer Sale 2024;376;Social Media;Ignored;Not Converted
3003;4;Summer Sale 2024;10024;Email;Clicked;Converted
3004;3;Summer Sale 2024;666;SMS;Clicked;Not Converted
3005;4;Summer Sale 2024;2554;SMS;Clicked;Converted
3006;1;Summer Sale 2024;3378;SMS;Ignored;Not Converted
3007;1;Summer Sale 2024;484;SMS;Opened;Not Converted
3008;2;Summer Sale 2024;472;Social Media;Opened;Converted
3009;1;Summer Sale 2024;7327;SMS;Ignored;Not Converted
3010;5;Summer Sale 2024;785;Email;Opened;Not Converted
3011;1;Summer Sale 2024;10950;Social Media;Ignored;Not Converted
3012;4;Summer Sale 2024;9125;Social Media;Ignored;Not Converted
3013;1;Summer Sale 2024;296;Email;Ignored;Not Converted
3014;3;Summer Sale 2024;2333;Social Media;Ignored;Not Converted
3015;5;Summer Sale 2024;3369;Email;Opened;Converted
3016;3;Summer Sale 2024;3044;Email;Clicked;Not Converted
3017;3;Summer Sale 2024;9693;Social Media;Opened;Converted
3018;2;Summer Sale 2024;10847;Email;Opened;Not Converted
3019;5;Summer Sale 2024;11102;SMS;Opened;Not Converted
3020;5;Summer Sale 2024;12310;Email;Ignored;Not Converted
3021;5;Summer Sale 2024;11715;Social Media;Ignored;Not Converted
3022;4;Summer Sale 2024;9288;Email;Clicked;Not Converted
3023;1;Summer Sale 2024;6671;Email;Opened;Not Converted
3024;2;Summer Sale 2024;7740;Email;Opened;Not Converted
3025;1;Summer Sale 2024;5786;Email;Opened;Not Converted
3026;4;Summer Sale 2024;4037;Email;Ignored;Not Converted
3027;2;Summer Sale 2024;1905;Email;Opened;Converted
3028;1;Summer Sale 2024;9806;SMS;Opened;Not Converted
3029;5;Summer Sale 2024;9374;Social Media;Opened;Not Converted
3030;1;Summer Sale 2024;4497;Social Media;Opened;Converted
3031;3;Summer Sale 2024;5155;SMS;Ignored;Not Converted
3032;2;Summer Sale 2024;7624;Social Media;Ignored;Not Converted
3033;1;Summer Sale 2024;6386;Email;Ignored;Not Converted
3034;4;Summer Sale 2024;2757;Social Media;Clicked;Converted
3035;1;Summer Sale 2024;7995;Email;Ignored;Not Converted
3036;5;Summer Sale 2024;6424;Email;Opened;Not Converted
3037;1;Summer Sale 2024;12484;Social Media;Ignored;Not Converted
3038;3;Summer Sale 2024;3479;SMS;Clicked;Not Converted
3039;1;Summer Sale 2024;12204;SMS;Clicked;Converted
3040;5;Summer Sale 2024;11799;Social Media;Ignored;Not Converted
3041;3;Summer Sale 2024;4539;Social Media;Opened;Converted
3042;2;Summer Sale 2024;5555;Email;Ignored;Not Converted
3043;1;Summer Sale 2024;4965;Email;Opened;Not Converted
3044;1;Summer Sale 2024;1872;SMS;Clicked;Converted
3045;4;Summer Sale 2024;3717;Email;Clicked;Not Converted
3046;1;Summer Sale 2024;4267;Email;Opened;Converted
3047;1;Summer Sale 2024;11408;Social Media;Ignored;Not Converted
3048;4;Summer Sale 2024;3693;Social Media;Opened;Not Converted
3049;2;Summer Sale 2024;2745;Social Media;Ignored;Not Converted
3050;3;Summer Sale 2024;6584;Social Media;Ignored;Not Converted
3051;1;Summer Sale 2024;509;Social Media;Ignored;Not Converted
3052;2;Summer Sale 2024;9505;Email;Opened;Converted
3053;5;Summer Sale 2024;4121;Email;Ignored;Not Converted
3054;2;Summer Sale 2024;6606;Social Media;Ignored;Not Converted
3055;5;Summer Sale 2024;6213;Email;Clicked;Not Converted
3056;5;Summer Sale 2024;5880;Email;Ignored;Not Converted
3057;2;Summer Sale 2024;8279;Social Media;Clicked;Converted
3058;4;Summer Sale 2024;8580;SMS;Clicked;Converted
3059;5;Summer Sale 2024;10328;SMS;Clicked;Not Converted
3060;4;Summer Sale 2024;9025;Social Media;Opened;Not Converted
3061;3;Summer Sale 2024;7796;Social Media;Opened;Not Converted
3062;4;Summer Sale 2024;5729;SMS;Opened;Not Converted
3063;5;Summer Sale 2024;2927;Email;Ignored;Not Converted
3064;2;Summer Sale 2024;8303;Social Media;Ignored;Not Converted
3065;5;Summer Sale 2024;10141;SMS;Ignored;Not Converted
3066;2;Summer Sale 2024;1427;Social Media;Clicked;Not Converted
3067;2;Summer Sale 2024;1579;Social Media;Opened;Not Converted
3068;1;Summer Sale 2024;7973;SMS;Opened;Not Converted
3069;1;Summer Sale 2024;7569;Email;Ignored;Not Converted
3070;4;Summer Sale 2024;6982;SMS;Ignored;Not Converted
3071;5;Summer Sale 2024;9254;Social Media;Opened;Converted
3072;3;Summer Sale 2024;5266;SMS;Ignored;Not Converted
3073;4;Summer Sale 2024;10572;Email;Ignored;Not Converted
3074;1;Summer Sale 2024;11994;SMS;Ignored;Not Converted
3075;1;Summer Sale 2024;6046;Email;Clicked;Converted
3076;3;Summer Sale 2024;9692;SMS;Ignored;Not Converted
3077;5;Summer Sale 2024;2897;Social Media;Ignored;Not Converted
3078;1;Summer Sale 2024;7745;SMS;Ignored;Not Converted
3079;4;Summer Sale 2024;12217;Email;Ignored;Not Converted
3080;1;Summer Sale 2024;4726;Social Media;Clicked;Not Converted
3081;2;Summer Sale 2024;4712;SMS;Clicked;Not Converted
3082;1;Summer Sale 2024;8215;Social Media;Opened;Not Converted
3083;5;Summer Sale 2024;8517;SMS;Ignored;Not Converted
3084;3;Summer Sale 2024;2714;SMS;Opened;Not Converted
3085;1;Summer Sale 2024;4770;SMS;Ignored;Not Converted
3086;1;Summer Sale 2024;7342;Email;Opened;Not Converted
3087;1;Summer Sale 2024;9894;Email;Ignored;Not Converted
3088;1;Summer Sale 2024;3699;SMS;Opened;Converted
3089;5;Summer Sale 2024;10706;SMS;Ignored;Not Converted
3090;1;Summer Sale 2024;6984;SMS;Clicked;Not Converted
3091;2;Summer Sale 2024;8487;Email;Ignored;Not Converted
3092;5;Summer Sale 2024;4658;Social Media;Opened;Converted
3093;2;Summer Sale 2024;67;SMS;Ignored;Not Converted
3094;2;Summer Sale 2024;5865;SMS;Ignored;Not Converted
3095;2;Summer Sale 2024;3881;SMS;Ignored;Not Converted
3096;4;Summer Sale 2024;11388;Social Media;Clicked;Not Converted
3097;1;Summer Sale 2024;5959;Email;Clicked;Not Converted
3098;2;Summer Sale 2024;12171;Social Media;Clicked;Not Converted
3099;3;Summer Sale 2024;773;SMS;Ignored;Not Converted
3100;3;Summer Sale 2024;8214;Social Media;Ignored;Not Converted
3101;1;Summer Sale 2024;2040;Social Media;Ignored;Not Converted
3102;3;Summer Sale 2024;2721;SMS;Opened;Converted
3103;2;Summer Sale 2024;9034;Email;Opened;Not Converted
3104;3;Summer Sale 2024;10420;Email;Clicked;Converted
3105;5;Summer Sale 2024;9422;SMS;Clicked;Converted
3106;4;Summer Sale 2024;11612;SMS;Clicked;Converted
3107;4;Summer Sale 2024;3270;Social Media;Opened;Converted
3108;1;Summer Sale 2024;2508;SMS;Opened;Converted
3109;5;Summer Sale 2024;4698;Social Media;Opened;Not Converted
3110;2;Summer Sale 2024;4650;Email;Clicked;Converted
3111;4;Summer Sale 2024;4706;Email;Clicked;Converted
3112;5;Summer Sale 2024;807;SMS;Opened;Not Converted
3113;4;Summer Sale 2024;3425;Social Media;Opened;Not Converted
3114;5;Summer Sale 2024;1365;SMS;Ignored;Not Converted
3115;3;Summer Sale 2024;5176;SMS;Ignored;Not Converted
3116;1;Summer Sale 2024;8953;Email;Opened;Converted
3117;3;Summer Sale 2024;2461;Email;Clicked;Converted
3118;3;Summer Sale 2024;6754;Social Media;Opened;Converted
3119;3;Summer Sale 2024;874;Social Media;Opened;Converted
3120;1;Summer Sale 2024;7425;Social Media;Opened;Converted
3121;1;Summer Sale 2024;3504;Email;Ignored;Not Converted
3122;3;Summer Sale 2024;8566;Email;Clicked;Converted
3123;2;Summer Sale 2024;11959;Social Media;Opened;Not Converted
3124;3;Summer Sale 2024;11497;SMS;Opened;Converted
3125;2;Summer Sale 2024;5256;Email;Opened;Not Converted
3126;3;Summer Sale 2024;8355;SMS;Clicked;Converted
3127;3;Summer Sale 2024;7080;SMS;Opened;Not Converted
3128;3;Summer Sale 2024;992;Social Media;Clicked;Converted
3129;3;Summer Sale 2024;6697;Email;Clicked;Converted
3130;3;Summer Sale 2024;273;SMS;Opened;Not Converted
3131;1;Summer Sale 2024;2987;Social Media;Ignored;Not Converted
3132;1;Summer Sale 2024;8513;Social Media;Opened;Converted
3133;1;Summer Sale 2024;24;SMS;Clicked;Converted
3134;3;Summer Sale 2024;11633;Email;Clicked;Not Converted
3135;1;Summer Sale 2024;8066;SMS;Ignored;Not Converted
3136;1;Summer Sale 2024;9166;Social Media;Opened;Not Converted
3137;5;Summer Sale 2024;11211;SMS;Clicked;Not Converted
3138;4;Summer Sale 2024;1216;SMS;Opened;Not Converted
3139;1;Summer Sale 2024;1045;Social Media;Ignored;Not Converted
3140;1;Summer Sale 2024;460;SMS;Ignored;Not Converted
3141;2;Summer Sale 2024;4491;Email;Opened;Not Converted
3142;3;Summer Sale 2024;5010;Email;Ignored;Not Converted
3143;5;Summer Sale 2024;149;Social Media;Clicked;Converted
3144;1;Summer Sale 2024;11193;Social Media;Opened;Converted
3145;5;Summer Sale 2024;8457;Email;Opened;Not Converted
3146;1;Summer Sale 2024;6508;Social Media;Clicked;Converted
3147;4;Summer Sale 2024;9407;Social Media;Opened;Converted
3148;2;Summer Sale 2024;2044;SMS;Clicked;Converted
3149;2;Summer Sale 2024;10648;Email;Clicked;Not Converted
3150;4;Summer Sale 2024;6902;Social Media;Clicked;Not Converted
3151;2;Summer Sale 2024;2167;Social Media;Ignored;Not Converted
3152;5;Summer Sale 2024;7580;Social Media;Clicked;Converted
3153;1;Summer Sale 2024;5047;Social Media;Opened;Not Converted
3154;1;Summer Sale 2024;6459;Email;Ignored;Not Converted
3155;5;Summer Sale 2024;3075;Social Media;Opened;Not Converted
3156;4;Summer Sale 2024;1217;Social Media;Ignored;Not Converted
3157;1;Summer Sale 2024;10309;Social Media;Opened;Not Converted
3158;3;Summer Sale 2024;449;Email;Clicked;Not Converted
3159;5;Summer Sale 2024;1325;Social Media;Ignored;Not Converted
3160;4;Summer Sale 2024;2431;SMS;Opened;Not Converted
3161;1;Summer Sale 2024;9492;Email;Ignored;Not Converted
3162;4;Summer Sale 2024;11453;SMS;Clicked;Not Converted
3163;2;Summer Sale 2024;6791;Email;Clicked;Not Converted
3164;2;Summer Sale 2024;12007;SMS;Opened;Not Converted
3165;1;Summer Sale 2024;4880;SMS;Clicked;Converted
3166;5;Summer Sale 2024;11992;Email;Clicked;Not Converted
3167;5;Summer Sale 2024;6407;Email;Clicked;Converted
3168;3;Summer Sale 2024;2261;Social Media;Opened;Converted
3169;1;Summer Sale 2024;8180;SMS;Opened;Not Converted
3170;1;Summer Sale 2024;11274;Social Media;Clicked;Not Converted
3171;1;Summer Sale 2024;3419;Social Media;Clicked;Converted
3172;2;Summer Sale 2024;6633;Social Media;Ignored;Not Converted
3173;4;Summer Sale 2024;6411;Social Media;Ignored;Not Converted
3174;4;Summer Sale 2024;5762;Email;Ignored;Not Converted
3175;2;Summer Sale 2024;952;Email;Clicked;Converted
3176;3;Summer Sale 2024;11147;SMS;Clicked;Converted
3177;1;Summer Sale 2024;11912;Social Media;Ignored;Not Converted
3178;5;Summer Sale 2024;7730;SMS;Clicked;Converted
3179;3;Summer Sale 2024;1777;Email;Clicked;Converted
3180;4;Summer Sale 2024;2683;SMS;Ignored;Not Converted
3181;2;Summer Sale 2024;854;Email;Clicked;Converted
3182;1;Summer Sale 2024;5257;Email;Clicked;Converted
3183;5;Summer Sale 2024;8026;SMS;Ignored;Not Converted
3184;5;Summer Sale 2024;2915;SMS;Ignored;Not Converted
3185;1;Summer Sale 2024;5657;SMS;Clicked;Not Converted
3186;2;Summer Sale 2024;1312;SMS;Ignored;Not Converted
3187;3;Summer Sale 2024;2432;Email;Opened;Converted
3188;1;Summer Sale 2024;10318;SMS;Clicked;Not Converted
3189;5;Summer Sale 2024;5675;SMS;Opened;Not Converted
3190;4;Summer Sale 2024;8286;Social Media;Clicked;Not Converted
3191;2;Summer Sale 2024;1477;Email;Clicked;Converted
3192;5;Summer Sale 2024;10218;SMS;Clicked;Not Converted
3193;2;Summer Sale 2024;5494;Email;Clicked;Not Converted
3194;3;Summer Sale 2024;7629;SMS;Opened;Not Converted
3195;2;Summer Sale 2024;9693;Social Media;Ignored;Not Converted
3196;3;Summer Sale 2024;4773;Email;Clicked;Converted
3197;2;Summer Sale 2024;2588;Email;Opened;Converted
3198;1;Summer Sale 2024;9758;SMS;Clicked;Converted
3199;2;Summer Sale 2024;8821;Email;Clicked;Converted
3200;2;Summer Sale 2024;12067;SMS;Clicked;Converted
3201;4;Summer Sale 2024;3735;SMS;Opened;Not Converted
3202;3;Summer Sale 2024;5460;Social Media;Ignored;Not Converted
3203;3;Summer Sale 2024;4461;Social Media;Clicked;Converted
3204;3;Summer Sale 2024;4486;Email;Clicked;Not Converted
3205;5;Summer Sale 2024;5657;Social Media;Opened;Not Converted
3206;2;Summer Sale 2024;1;Email;Opened;Converted
3207;2;Summer Sale 2024;6322;Social Media;Opened;Not Converted
3208;5;Summer Sale 2024;7968;SMS;Opened;Not Converted
3209;2;Summer Sale 2024;7711;SMS;Ignored;Not Converted
3210;3;Summer Sale 2024;7304;Email;Clicked;Not Converted
3211;4;Summer Sale 2024;3588;Social Media;Clicked;Not Converted
3212;1;Summer Sale 2024;10814;Social Media;Opened;Not Converted
3213;1;Summer Sale 2024;4555;Email;Ignored;Not Converted
3214;4;Summer Sale 2024;4659;SMS;Opened;Not Converted
3215;5;Summer Sale 2024;11964;SMS;Clicked;Not Converted
3216;2;Summer Sale 2024;1688;Email;Clicked;Converted
3217;5;Summer Sale 2024;7806;Social Media;Opened;Not Converted
3218;1;Summer Sale 2024;5505;Social Media;Clicked;Converted
3219;2;Summer Sale 2024;5085;Email;Clicked;Converted
3220;5;Summer Sale 2024;6620;Social Media;Clicked;Converted
3221;3;Summer Sale 2024;6752;Social Media;Clicked;Converted
3222;3;Summer Sale 2024;4331;SMS;Clicked;Converted
3223;2;Summer Sale 2024;12100;Social Media;Ignored;Not Converted
3224;5;Summer Sale 2024;1230;Social Media;Clicked;Converted
3225;4;Summer Sale 2024;10745;SMS;Opened;Not Converted
3226;1;Summer Sale 2024;10192;Email;Opened;Converted
3227;4;Summer Sale 2024;3867;SMS;Opened;Not Converted
3228;3;Summer Sale 2024;4392;Email;Opened;Converted
3229;3;Summer Sale 2024;10949;Social Media;Opened;Not Converted
3230;2;Summer Sale 2024;8125;Email;Opened;Converted
3231;3;Summer Sale 2024;6042;SMS;Clicked;Converted
3232;1;Summer Sale 2024;4149;Email;Clicked;Not Converted
3233;1;Summer Sale 2024;7295;Social Media;Opened;Not Converted
3234;1;Summer Sale 2024;3304;SMS;Ignored;Not Converted
3235;3;Summer Sale 2024;207;SMS;Clicked;Converted
3236;5;Summer Sale 2024;9065;SMS;Opened;Not Converted
3237;5;Summer Sale 2024;3258;Social Media;Ignored;Not Converted
3238;1;Summer Sale 2024;3477;Social Media;Opened;Not Converted
3239;1;Summer Sale 2024;9936;SMS;Clicked;Not Converted
3240;2;Summer Sale 2024;7323;Email;Ignored;Not Converted
3241;4;Summer Sale 2024;4187;Social Media;Opened;Converted
3242;2;Summer Sale 2024;7326;Social Media;Opened;Not Converted
3243;3;Summer Sale 2024;11421;Email;Opened;Not Converted
3244;5;Summer Sale 2024;3941;Social Media;Clicked;Converted
3245;5;Summer Sale 2024;2298;Email;Clicked;Converted
3246;5;Summer Sale 2024;1675;Email;Clicked;Converted
3247;1;Summer Sale 2024;6938;Social Media;Clicked;Not Converted
3248;3;Summer Sale 2024;5198;Email;Clicked;Not Converted
3249;1;Summer Sale 2024;47;SMS;Ignored;Not Converted
3250;4;Summer Sale 2024;1769;SMS;Ignored;Not Converted
3251;4;Summer Sale 2024;8011;Social Media;Ignored;Not Converted
3252;1;Summer Sale 2024;10446;SMS;Opened;Converted
3253;1;Summer Sale 2024;5416;Social Media;Clicked;Converted
3254;5;Summer Sale 2024;2075;Social Media;Opened;Not Converted
3255;2;Summer Sale 2024;4648;SMS;Ignored;Not Converted
3256;3;Summer Sale 2024;2900;SMS;Opened;Converted
3257;3;Summer Sale 2024;11454;Social Media;Ignored;Not Converted
3258;1;Summer Sale 2024;1226;SMS;Opened;Not Converted
3259;1;Summer Sale 2024;4036;Email;Ignored;Not Converted
3260;2;Summer Sale 2024;5675;Email;Ignored;Not Converted
3261;3;Summer Sale 2024;9021;Email;Opened;Not Converted
3262;5;Summer Sale 2024;7036;Email;Clicked;Converted
3263;3;Summer Sale 2024;3039;SMS;Opened;Not Converted
3264;3;Summer Sale 2024;3967;SMS;Opened;Not Converted
3265;3;Summer Sale 2024;1998;Social Media;Opened;Not Converted
3266;3;Summer Sale 2024;1167;Social Media;Clicked;Not Converted
3267;4;Summer Sale 2024;8919;SMS;Ignored;Not Converted
3268;4;Summer Sale 2024;7762;Email;Clicked;Converted
3269;4;Summer Sale 2024;4881;Email;Ignored;Not Converted
3270;4;Summer Sale 2024;10657;Email;Opened;Not Converted
3271;3;Summer Sale 2024;5344;Email;Opened;Not Converted
3272;2;Summer Sale 2024;1393;Email;Opened;Not Converted
3273;2;Summer Sale 2024;8809;SMS;Clicked;Not Converted
3274;3;Summer Sale 2024;8534;Email;Clicked;Not Converted
3275;4;Summer Sale 2024;11242;Email;Ignored;Not Converted
3276;4;Summer Sale 2024;9311;SMS;Ignored;Not Converted
3277;2;Summer Sale 2024;3727;Email;Ignored;Not Converted
3278;2;Summer Sale 2024;10131;SMS;Clicked;Converted
3279;1;Summer Sale 2024;6509;Social Media;Opened;Converted
3280;2;Summer Sale 2024;9811;Social Media;Opened;Not Converted
3281;3;Summer Sale 2024;3107;SMS;Ignored;Not Converted
3282;5;Summer Sale 2024;2076;Email;Ignored;Not Converted
3283;5;Summer Sale 2024;11403;SMS;Ignored;Not Converted
3284;5;Summer Sale 2024;10714;Email;Clicked;Not Converted
3285;4;Summer Sale 2024;8506;Social Media;Opened;Not Converted
3286;5;Summer Sale 2024;3185;Email;Clicked;Not Converted
3287;4;Summer Sale 2024;1159;Email;Opened;Converted
3288;4;Summer Sale 2024;3225;Email;Clicked;Not Converted
3289;5;Summer Sale 2024;12310;Email;Clicked;Not Converted
3290;1;Summer Sale 2024;2001;SMS;Clicked;Converted
3291;4;Summer Sale 2024;860;Email;Clicked;Converted
3292;2;Summer Sale 2024;4415;Email;Opened;Not Converted
3293;2;Summer Sale 2024;1520;Email;Ignored;Not Converted
3294;2;Summer Sale 2024;2510;Social Media;Clicked;Not Converted
3295;3;Summer Sale 2024;722;Social Media;Clicked;Converted
3296;1;Summer Sale 2024;2539;Email;Ignored;Not Converted
3297;3;Summer Sale 2024;1464;Email;Ignored;Not Converted
3298;1;Summer Sale 2024;9462;SMS;Opened;Not Converted
3299;1;Summer Sale 2024;2537;SMS;Opened;Not Converted
3300;5;Summer Sale 2024;6001;Social Media;Opened;Not Converted
3301;5;Summer Sale 2024;11793;Social Media;Ignored;Not Converted
3302;1;Summer Sale 2024;3988;SMS;Clicked;Not Converted
3303;5;Summer Sale 2024;11421;SMS;Opened;Not Converted
3304;4;Summer Sale 2024;1204;SMS;Opened;Not Converted
3305;2;Summer Sale 2024;8243;Social Media;Clicked;Not Converted
3306;1;Summer Sale 2024;1247;Social Media;Ignored;Not Converted
3307;1;Summer Sale 2024;2024;Email;Opened;Not Converted
3308;1;Summer Sale 2024;6751;Email;Clicked;Converted
3309;2;Summer Sale 2024;5433;SMS;Opened;Not Converted
3310;4;Summer Sale 2024;2587;Social Media;Clicked;Not Converted
3311;4;Summer Sale 2024;7242;Email;Ignored;Not Converted
3312;5;Summer Sale 2024;5000;SMS;Opened;Converted
3313;5;Summer Sale 2024;4110;Social Media;Opened;Converted
3314;2;Summer Sale 2024;4068;Social Media;Opened;Not Converted
3315;1;Summer Sale 2024;8957;Social Media;Opened;Not Converted
3316;2;Summer Sale 2024;12413;SMS;Opened;Not Converted
3317;2;Summer Sale 2024;3729;Email;Ignored;Not Converted
3318;1;Summer Sale 2024;9771;Email;Ignored;Not Converted
3319;5;Summer Sale 2024;10739;Social Media;Ignored;Not Converted
3320;3;Summer Sale 2024;618;SMS;Opened;Not Converted
3321;5;Summer Sale 2024;5987;Social Media;Clicked;Converted
3322;2;Summer Sale 2024;2881;SMS;Opened;Not Converted
3323;2;Summer Sale 2024;6721;Social Media;Clicked;Not Converted
3324;1;Summer Sale 2024;52;Email;Opened;Not Converted
3325;5;Summer Sale 2024;1971;SMS;Opened;Not Converted
3326;5;Summer Sale 2024;3549;SMS;Opened;Not Converted
3327;3;Summer Sale 2024;8508;Social Media;Ignored;Not Converted
3328;3;Summer Sale 2024;4428;Email;Ignored;Not Converted
3329;2;Summer Sale 2024;10664;Email;Opened;Not Converted
3330;5;Summer Sale 2024;4240;Social Media;Clicked;Converted
3331;3;Summer Sale 2024;3828;Social Media;Clicked;Converted
3332;2;Summer Sale 2024;606;Email;Clicked;Converted
3333;4;Summer Sale 2024;4157;SMS;Clicked;Converted
3334;2;Summer Sale 2024;6256;SMS;Clicked;Not Converted
3335;4;Summer Sale 2024;7176;SMS;Opened;Not Converted
3336;2;Summer Sale 2024;10134;Social Media;Opened;Not Converted
3337;1;Summer Sale 2024;7337;Email;Clicked;Converted
3338;3;Summer Sale 2024;10338;SMS;Ignored;Not Converted
3339;3;Summer Sale 2024;9901;SMS;Opened;Not Converted
3340;5;Summer Sale 2024;6874;Social Media;Clicked;Converted
3341;1;Summer Sale 2024;1458;Social Media;Clicked;Converted
3342;1;Summer Sale 2024;4777;Email;Ignored;Not Converted
3343;5;Summer Sale 2024;11370;SMS;Ignored;Not Converted
3344;1;Summer Sale 2024;5203;SMS;Ignored;Not Converted
3345;2;Summer Sale 2024;9304;SMS;Clicked;Converted
3346;4;Summer Sale 2024;6742;Social Media;Opened;Not Converted
3347;1;Summer Sale 2024;4246;Social Media;Clicked;Converted
3348;1;Summer Sale 2024;3922;SMS;Ignored;Not Converted
3349;1;Summer Sale 2024;11265;Email;Clicked;Not Converted
3350;3;Summer Sale 2024;12129;Email;Ignored;Not Converted
3351;5;Summer Sale 2024;385;SMS;Opened;Converted
3352;2;Summer Sale 2024;9103;Email;Clicked;Not Converted
3353;3;Summer Sale 2024;7208;Social Media;Opened;Not Converted
3354;4;Summer Sale 2024;6284;Social Media;Opened;Not Converted
3355;1;Summer Sale 2024;519;Email;Ignored;Not Converted
3356;1;Summer Sale 2024;3733;SMS;Ignored;Not Converted
3357;1;Summer Sale 2024;4000;SMS;Ignored;Not Converted
3358;3;Summer Sale 2024;10082;SMS;Opened;Not Converted
3359;4;Summer Sale 2024;1047;SMS;Opened;Converted
3360;2;Summer Sale 2024;1042;Social Media;Ignored;Not Converted
3361;5;Summer Sale 2024;3681;SMS;Opened;Not Converted
3362;2;Summer Sale 2024;5044;Email;Ignored;Not Converted
3363;1;Summer Sale 2024;5188;Social Media;Clicked;Not Converted
3364;4;Summer Sale 2024;310;Social Media;Opened;Not Converted
3365;4;Summer Sale 2024;1270;SMS;Opened;Not Converted
3366;5;Summer Sale 2024;7512;Social Media;Clicked;Not Converted
3367;5;Summer Sale 2024;11211;Email;Ignored;Not Converted
3368;2;Summer Sale 2024;4298;Social Media;Clicked;Converted
3369;5;Summer Sale 2024;6131;SMS;Clicked;Not Converted
3370;3;Summer Sale 2024;1997;Social Media;Ignored;Not Converted
3371;4;Summer Sale 2024;11993;Social Media;Ignored;Not Converted
3372;5;Summer Sale 2024;4383;SMS;Ignored;Not Converted
3373;2;Summer Sale 2024;6011;Social Media;Opened;Not Converted
3374;3;Summer Sale 2024;6242;SMS;Clicked;Converted
3375;2;Summer Sale 2024;3981;Email;Clicked;Not Converted
3376;4;Summer Sale 2024;2139;Email;Opened;Converted
3377;3;Summer Sale 2024;945;Email;Clicked;Converted
3378;1;Summer Sale 2024;7935;Social Media;Opened;Not Converted
