OrderID;CustomerID;OrderDate;DeliveryDate;OrderStatus;PaymentMethod;TransactionID;ProductID;QuantityOrdered;Totalprice;DiscountsApplied;TaxApplied
3390;3168;2023-02-16 10:00:51.910;NULL;NULL;PayPal;8415;794;1;151.99;0.00;12.16
3391;835;2023-12-29 10:00:51.913;2024-01-04 10:00:51.913;Completed;NULL;8416;167;1;227.53;0.00;18.20
3391;835;2023-12-29 10:00:51.913;2024-01-04 10:00:51.913;Completed;NULL;8417;841;1;87.70;0.00;7.02
3392;91;2023-03-08 10:00:51.917;2023-03-10 10:00:51.917;Completed;NULL;8418;938;1;1854.41;0.00;148.35
3392;91;2023-03-08 10:00:51.917;2023-03-10 10:00:51.917;Completed;NULL;8419;634;1;33.87;0.00;2.71
3392;91;2023-03-08 10:00:51.917;2023-03-10 10:00:51.917;Completed;NULL;8420;638;1;159.86;0.00;12.79
3393;3157;2024-08-07 10:00:51.920;NULL;NULL;NULL;8421;91;1;463.27;0.00;37.06
3393;3157;2024-08-07 10:00:51.920;NULL;NULL;NULL;8422;921;1;243.43;0.00;19.47
3393;3157;2024-08-07 10:00:51.920;NULL;NULL;NULL;8423;921;1;243.43;0.00;19.47
3393;3157;2024-08-07 10:00:51.920;NULL;NULL;NULL;8424;399;1;78.01;0.00;6.24
3394;2675;2025-08-16 10:00:51.920;2025-08-20 10:00:51.920;Completed;NULL;8425;898;1;136.84;0.00;10.95
3394;2675;2025-08-16 10:00:51.920;2025-08-20 10:00:51.920;Completed;NULL;8426;848;1;150.13;0.00;12.01
3394;2675;2025-08-16 10:00:51.920;2025-08-20 10:00:51.920;Completed;NULL;8427;89;1;160.75;0.00;12.86
3395;272;2024-09-30 10:00:51.923;2024-10-07 10:00:51.923;Completed;Cash on Delivery;8428;440;1;267.99;25.02;21.44
3395;272;2024-09-30 10:00:51.923;2024-10-07 10:00:51.923;Completed;Cash on Delivery;8429;545;1;445.06;91.93;35.60
3395;272;2024-09-30 10:00:51.923;2024-10-07 10:00:51.923;Completed;Cash on Delivery;8430;151;1;245.77;48.64;19.66
3396;5796;2025-03-25 10:00:51.927;2025-04-01 10:00:51.927;Completed;PayPal;8431;17;1;86.48;27.58;6.92
3396;5796;2025-03-25 10:00:51.927;2025-04-01 10:00:51.927;Completed;PayPal;8432;808;1;12.02;0.00;0.96
3397;4297;2025-04-05 10:00:51.927;NULL;NULL;Credit Card;8433;594;1;20.19;0.00;1.62
3397;4297;2025-04-05 10:00:51.927;NULL;NULL;Credit Card;8434;157;1;966.82;0.00;77.35
3397;4297;2025-04-05 10:00:51.927;NULL;NULL;Credit Card;8435;407;1;118.55;0.00;9.48
3398;9751;2025-06-18 10:00:51.930;2025-06-21 10:00:51.930;Completed;Debit Card;8436;241;1;43.58;0.00;3.49
3398;9751;2025-06-18 10:00:51.930;2025-06-21 10:00:51.930;Completed;Debit Card;8437;887;1;44.67;13.22;3.57
3398;9751;2025-06-18 10:00:51.930;2025-06-21 10:00:51.930;Completed;Debit Card;8438;163;1;206.91;0.00;16.55
3399;70;2023-07-10 10:00:51.933;NULL;NULL;PayPal;8439;425;1;244.06;0.00;19.52
3399;70;2023-07-10 10:00:51.933;NULL;NULL;PayPal;8440;597;1;596.85;0.00;47.75
3399;70;2023-07-10 10:00:51.933;NULL;NULL;PayPal;8441;966;1;176.54;0.00;14.12
3399;70;2023-07-10 10:00:51.933;NULL;NULL;PayPal;8442;239;1;189.33;0.00;15.15
3400;7025;2025-07-28 10:00:51.937;2025-07-31 10:00:51.937;Completed;Debit Card;8443;139;1;41.03;11.39;3.28
3400;7025;2025-07-28 10:00:51.937;2025-07-31 10:00:51.937;Completed;Debit Card;8444;356;1;329.54;0.00;26.36
3400;7025;2025-07-28 10:00:51.937;2025-07-31 10:00:51.937;Completed;Debit Card;8445;700;1;336.99;0.00;26.96
3401;2002;2022-09-27 10:00:51.940;2022-09-30 10:00:51.940;Completed;NULL;8446;769;10;19642.40;0.00;1571.39
3401;2002;2022-09-27 10:00:51.940;2022-09-30 10:00:51.940;Completed;NULL;8447;756;1;105.97;0.00;8.48
3401;2002;2022-09-27 10:00:51.940;2022-09-30 10:00:51.940;Completed;NULL;8448;502;1;1470.92;0.00;117.67
3401;2002;2022-09-27 10:00:51.940;2022-09-30 10:00:51.940;Completed;NULL;8449;576;1;1985.41;0.00;158.83
3402;613;2022-11-24 10:00:51.940;2022-12-01 10:00:51.940;Completed;Credit Card;8450;217;1;581.97;0.00;46.56
3402;613;2022-11-24 10:00:51.940;2022-12-01 10:00:51.940;Completed;Credit Card;8451;81;1;241.33;32.72;19.31
3402;613;2022-11-24 10:00:51.940;2022-12-01 10:00:51.940;Completed;Credit Card;8452;208;1;232.92;0.00;18.63
3402;613;2022-11-24 10:00:51.940;2022-12-01 10:00:51.940;Completed;Credit Card;8453;227;1;917.69;0.00;73.42
3403;934;2023-11-11 10:00:51.943;2023-11-13 10:00:51.943;Completed;Cash on Delivery;8454;151;1;294.41;0.00;23.55
3403;934;2023-11-11 10:00:51.943;2023-11-13 10:00:51.943;Completed;Cash on Delivery;8455;590;1;56.92;0.00;4.55
3404;9117;2023-03-02 10:00:51.947;2023-03-05 10:00:51.947;Completed;NULL;8456;439;1;182.88;59.52;14.63
3404;9117;2023-03-02 10:00:51.947;2023-03-05 10:00:51.947;Completed;NULL;8457;700;1;336.99;0.00;26.96
3404;9117;2023-03-02 10:00:51.947;2023-03-05 10:00:51.947;Completed;NULL;8458;809;1;81.00;0.00;6.48
3404;9117;2023-03-02 10:00:51.947;2023-03-05 10:00:51.947;Completed;NULL;8459;175;1;1257.14;0.00;100.57
3405;8489;2024-07-27 10:00:51.950;NULL;NULL;PayPal;8460;18;1;393.73;0.00;31.50
3405;8489;2024-07-27 10:00:51.950;NULL;NULL;PayPal;8461;553;1;67.56;0.00;5.40
3406;9797;2022-10-23 10:00:51.950;NULL;NULL;Credit Card;8462;772;1;260.91;0.00;20.87
3407;159;2025-03-15 10:00:51.953;2025-03-21 10:00:51.953;Completed;NULL;8463;505;1;101.64;0.00;8.13
3407;159;2025-03-15 10:00:51.953;2025-03-21 10:00:51.953;Completed;NULL;8464;162;1;205.08;0.00;16.41
3408;6850;2025-01-17 10:00:51.953;NULL;NULL;PayPal;8465;335;1;142.56;0.00;11.40
3408;6850;2025-01-17 10:00:51.953;NULL;NULL;PayPal;8466;412;1;271.03;0.00;21.68
3408;6850;2025-01-17 10:00:51.953;NULL;NULL;PayPal;8467;887;1;57.89;0.00;4.63
3409;4255;2025-01-13 10:00:51.957;2025-01-16 10:00:51.957;Completed;NULL;8468;443;1;203.44;15.56;16.28
3410;9943;2022-11-11 10:00:51.960;2022-11-15 10:00:51.960;Completed;Debit Card;8469;63;1;157.59;0.00;12.61
3410;9943;2022-11-11 10:00:51.960;2022-11-15 10:00:51.960;Completed;Debit Card;8470;246;1;50.93;0.00;4.07
3410;9943;2022-11-11 10:00:51.960;2022-11-15 10:00:51.960;Completed;Debit Card;8471;833;1;42.42;0.00;3.39
3410;9943;2022-11-11 10:00:51.960;2022-11-15 10:00:51.960;Completed;Debit Card;8472;812;1;117.19;6.43;9.38
3411;9572;2025-08-29 10:00:51.960;2025-09-05 10:00:51.960;Completed;Debit Card;8473;683;1;415.16;0.00;33.21
3411;9572;2025-08-29 10:00:51.960;2025-09-05 10:00:51.960;Completed;Debit Card;8474;881;1;351.79;0.00;28.14
3411;9572;2025-08-29 10:00:51.960;2025-09-05 10:00:51.960;Completed;Debit Card;8475;140;1;65.63;0.00;5.25
3412;2564;2025-02-23 10:00:51.963;NULL;Cancelled;Debit Card;8476;857;1;121.89;0.00;9.75
3412;2564;2025-02-23 10:00:51.963;NULL;Cancelled;Debit Card;8477;359;1;91.75;0.00;7.34
3412;2564;2025-02-23 10:00:51.963;NULL;Cancelled;Debit Card;8478;342;1;177.76;0.00;14.22
3412;2564;2025-02-23 10:00:51.963;NULL;Cancelled;Debit Card;8479;652;1;61.85;0.00;4.95
3413;119;2023-08-16 10:00:51.967;NULL;NULL;Credit Card;8480;700;1;336.99;0.00;26.96
3413;119;2023-08-16 10:00:51.967;NULL;NULL;Credit Card;8481;166;1;26.06;0.00;2.08
3413;119;2023-08-16 10:00:51.967;NULL;NULL;Credit Card;8482;419;1;126.13;0.00;10.09
3414;2896;2022-10-21 10:00:51.970;2022-10-24 10:00:51.970;Completed;NULL;8483;323;1;624.04;55.89;49.92
3415;9545;2023-03-30 10:00:51.970;2023-04-02 10:00:51.970;Completed;NULL;8484;680;1;1146.03;0.00;91.68
3415;9545;2023-03-30 10:00:51.970;2023-04-02 10:00:51.970;Completed;NULL;8485;481;1;151.83;27.39;12.15
3415;9545;2023-03-30 10:00:51.970;2023-04-02 10:00:51.970;Completed;NULL;8486;523;1;1334.95;345.51;106.80
3416;406;2025-04-19 10:00:51.973;2025-04-25 10:00:51.973;Completed;NULL;8487;280;1;207.49;0.00;16.60
3416;406;2025-04-19 10:00:51.973;2025-04-25 10:00:51.973;Completed;NULL;8488;633;1;1004.82;0.00;80.39
3417;207;2024-05-21 10:00:51.973;2024-05-28 10:00:51.973;Completed;Credit Card;8489;985;1;332.27;0.00;26.58
3417;207;2024-05-21 10:00:51.973;2024-05-28 10:00:51.973;Completed;Credit Card;8490;515;1;96.05;28.14;7.68
3417;207;2024-05-21 10:00:51.973;2024-05-28 10:00:51.973;Completed;Credit Card;8491;460;1;325.26;0.00;26.02
3418;4139;2023-02-14 10:00:51.977;NULL;NULL;Credit Card;8492;337;1;90.30;0.00;7.22
3418;4139;2023-02-14 10:00:51.977;NULL;NULL;Credit Card;8493;991;1;381.91;108.27;30.55
3418;4139;2023-02-14 10:00:51.977;NULL;NULL;Credit Card;8494;465;1;156.78;0.00;12.54
3418;4139;2023-02-14 10:00:51.977;NULL;NULL;Credit Card;8495;925;1;47.45;0.00;3.80
3419;180;2024-10-03 10:00:51.980;2024-10-05 10:00:51.980;Completed;PayPal;8496;572;1;197.19;0.00;15.78
3419;180;2024-10-03 10:00:51.980;2024-10-05 10:00:51.980;Completed;PayPal;8497;399;1;78.01;0.00;6.24
3420;3065;2023-09-14 10:00:51.983;2023-09-20 10:00:51.983;Completed;PayPal;8498;217;1;519.50;62.47;41.56
3420;3065;2023-09-14 10:00:51.983;2023-09-20 10:00:51.983;Completed;PayPal;8499;74;1;1055.46;0.00;84.44
3420;3065;2023-09-14 10:00:51.983;2023-09-20 10:00:51.983;Completed;PayPal;8500;356;1;305.47;24.07;24.44
3420;3065;2023-09-14 10:00:51.983;2023-09-20 10:00:51.983;Completed;PayPal;8501;228;1;35.10;8.37;2.81
3421;3001;2024-03-08 10:00:51.987;2024-03-13 10:00:51.987;Completed;PayPal;8502;75;1;122.74;0.00;9.82
3421;3001;2024-03-08 10:00:51.987;2024-03-13 10:00:51.987;Completed;PayPal;8503;921;1;243.43;0.00;19.47
3422;657;2023-01-25 10:00:51.990;2023-02-02 10:00:51.990;Completed;Credit Card;8504;457;1;197.87;0.00;15.83
3423;8213;2024-05-30 10:00:51.990;2024-06-04 10:00:51.990;Completed;NULL;8505;608;1;89.43;0.00;7.15
3423;8213;2024-05-30 10:00:51.990;2024-06-04 10:00:51.990;Completed;NULL;8506;678;1;323.82;81.95;25.91
3423;8213;2024-05-30 10:00:51.990;2024-06-04 10:00:51.990;Completed;NULL;8507;821;1;224.60;14.73;17.97
3423;8213;2024-05-30 10:00:51.990;2024-06-04 10:00:51.990;Completed;NULL;8508;54;1;298.53;30.94;23.88
3424;618;2025-03-19 10:00:51.997;2025-03-27 10:00:51.997;Completed;NULL;8509;204;1;267.97;39.91;21.44
3424;618;2025-03-19 10:00:51.997;2025-03-27 10:00:51.997;Completed;NULL;8510;674;1;159.57;0.00;12.77
3424;618;2025-03-19 10:00:51.997;2025-03-27 10:00:51.997;Completed;NULL;8511;310;1;120.29;0.00;9.62
3425;7838;2023-09-01 10:00:52.000;NULL;Pending;NULL;8512;997;1;127.32;0.00;10.19
3425;7838;2023-09-01 10:00:52.000;NULL;Pending;NULL;8513;212;1;244.07;0.00;19.53
3425;7838;2023-09-01 10:00:52.000;NULL;Pending;NULL;8514;968;1;52.30;0.00;4.18
3426;6588;2022-12-18 10:00:52.003;NULL;NULL;Debit Card;8515;249;1;297.26;0.00;23.78
3427;963;2024-01-12 10:00:52.003;2024-01-15 10:00:52.003;Completed;NULL;8516;415;1;425.88;139.80;34.07
3427;963;2024-01-12 10:00:52.003;2024-01-15 10:00:52.003;Completed;NULL;8517;516;1;247.87;0.00;19.83
3427;963;2024-01-12 10:00:52.003;2024-01-15 10:00:52.003;Completed;NULL;8518;898;1;136.84;0.00;10.95
3428;4197;2022-11-24 10:00:52.007;NULL;NULL;NULL;8519;178;1;813.48;218.83;65.08
3428;4197;2022-11-24 10:00:52.007;NULL;NULL;NULL;8520;696;1;1383.76;0.00;110.70
3428;4197;2022-11-24 10:00:52.007;NULL;NULL;NULL;8521;710;1;250.46;0.00;20.04
3428;4197;2022-11-24 10:00:52.007;NULL;NULL;NULL;8522;681;1;306.70;0.00;24.54
3429;198;2022-11-10 10:00:52.013;2022-11-15 10:00:52.013;Completed;Credit Card;8523;469;17;2300.10;0.00;184.01
3429;198;2022-11-10 10:00:52.013;2022-11-15 10:00:52.013;Completed;Credit Card;8524;203;1;448.31;0.00;35.86
3429;198;2022-11-10 10:00:52.013;2022-11-15 10:00:52.013;Completed;Credit Card;8525;954;1;98.41;0.00;7.87
3429;198;2022-11-10 10:00:52.013;2022-11-15 10:00:52.013;Completed;Credit Card;8526;827;1;194.19;0.00;15.54
3430;173;2023-02-18 10:00:52.017;2023-02-24 10:00:52.017;Completed;Cash on Delivery;8527;534;1;118.10;35.48;9.45
3431;36;2023-12-02 10:00:52.020;2023-12-05 10:00:52.020;Completed;Credit Card;8528;369;1;412.93;0.00;33.03
3431;36;2023-12-02 10:00:52.020;2023-12-05 10:00:52.020;Completed;Credit Card;8529;179;1;281.44;0.00;22.52
3432;2703;2023-07-11 10:00:52.023;NULL;NULL;Debit Card;8530;279;1;208.90;0.00;16.71
3432;2703;2023-07-11 10:00:52.023;NULL;NULL;Debit Card;8531;722;1;1967.81;0.00;157.42
3432;2703;2023-07-11 10:00:52.023;NULL;NULL;Debit Card;8532;588;1;254.60;44.18;20.37
3432;2703;2023-07-11 10:00:52.023;NULL;NULL;Debit Card;8533;45;1;203.20;0.00;16.26
3433;1270;2024-12-21 10:00:52.030;NULL;NULL;Cash on Delivery;8534;728;1;155.27;0.00;12.42
3433;1270;2024-12-21 10:00:52.030;NULL;NULL;Cash on Delivery;8535;811;1;60.49;18.27;4.84
3433;1270;2024-12-21 10:00:52.030;NULL;NULL;Cash on Delivery;8536;713;1;376.10;0.00;30.09
3433;1270;2024-12-21 10:00:52.030;NULL;NULL;Cash on Delivery;8537;168;1;242.42;0.00;19.39
3434;2789;2022-11-28 10:00:52.033;2022-12-03 10:00:52.033;Completed;Credit Card;8538;363;1;1789.04;0.00;143.12
3434;2789;2022-11-28 10:00:52.033;2022-12-03 10:00:52.033;Completed;Credit Card;8539;245;1;38.55;0.00;3.08
3435;4606;2023-06-22 10:00:52.037;2023-06-24 10:00:52.037;Completed;Cash on Delivery;8540;222;1;38.40;0.00;3.07
3435;4606;2023-06-22 10:00:52.037;2023-06-24 10:00:52.037;Completed;Cash on Delivery;8541;918;1;705.22;0.00;56.42
3435;4606;2023-06-22 10:00:52.037;2023-06-24 10:00:52.037;Completed;Cash on Delivery;8542;244;1;163.95;0.00;13.12
3436;250;2023-12-03 10:00:52.040;NULL;NULL;NULL;8543;756;14;1320.24;163.34;105.62
3436;250;2023-12-03 10:00:52.040;NULL;NULL;NULL;8544;303;1;106.79;0.00;8.54
3436;250;2023-12-03 10:00:52.040;NULL;NULL;NULL;8545;358;1;1061.56;0.00;84.92
3437;4781;2025-04-01 10:00:52.043;NULL;NULL;NULL;8546;935;1;1998.85;0.00;159.91
3438;2161;2023-11-05 10:00:52.047;2023-11-10 10:00:52.047;Completed;Cash on Delivery;8547;300;1;297.09;0.00;23.77
3438;2161;2023-11-05 10:00:52.047;2023-11-10 10:00:52.047;Completed;Cash on Delivery;8548;164;1;162.85;0.00;13.03
3439;7523;2022-09-29 10:00:52.050;2022-10-07 10:00:52.050;Completed;PayPal;8549;69;1;181.28;0.00;14.50
3439;7523;2022-09-29 10:00:52.050;2022-10-07 10:00:52.050;Completed;PayPal;8550;995;1;18.53;0.00;1.48
3439;7523;2022-09-29 10:00:52.050;2022-10-07 10:00:52.050;Completed;PayPal;8551;377;1;70.40;0.00;5.63
3439;7523;2022-09-29 10:00:52.050;2022-10-07 10:00:52.050;Completed;PayPal;8552;799;1;26.66;0.00;2.13
3440;1130;2023-03-26 10:00:52.053;2023-03-31 10:00:52.053;Completed;NULL;8553;479;1;99.19;0.00;7.94
3440;1130;2023-03-26 10:00:52.053;2023-03-31 10:00:52.053;Completed;NULL;8554;641;1;137.86;28.59;11.03
3440;1130;2023-03-26 10:00:52.053;2023-03-31 10:00:52.053;Completed;NULL;8555;242;1;92.73;28.94;7.42
3440;1130;2023-03-26 10:00:52.053;2023-03-31 10:00:52.053;Completed;NULL;8556;105;1;139.70;0.00;11.18
3441;8398;2025-02-11 10:00:52.060;NULL;NULL;Cash on Delivery;8557;664;1;189.25;0.00;15.14
3441;8398;2025-02-11 10:00:52.060;NULL;NULL;Cash on Delivery;8558;521;1;155.25;0.00;12.42
3441;8398;2025-02-11 10:00:52.060;NULL;NULL;Cash on Delivery;8559;667;1;153.91;0.00;12.31
3441;8398;2025-02-11 10:00:52.060;NULL;NULL;Cash on Delivery;8560;319;1;110.98;34.48;8.88
3442;116;2024-10-22 10:00:52.067;2024-10-25 10:00:52.067;Completed;Debit Card;8561;753;1;1187.99;0.00;95.04
3442;116;2024-10-22 10:00:52.067;2024-10-25 10:00:52.067;Completed;Debit Card;8562;655;1;160.46;33.13;12.84
3442;116;2024-10-22 10:00:52.067;2024-10-25 10:00:52.067;Completed;Debit Card;8563;368;1;96.75;0.00;7.74
3442;116;2024-10-22 10:00:52.067;2024-10-25 10:00:52.067;Completed;Debit Card;8564;268;1;180.82;0.00;14.47
3443;1085;2022-12-10 10:00:52.070;2022-12-18 10:00:52.070;Completed;Cash on Delivery;8565;292;1;911.85;0.00;72.95
3443;1085;2022-12-10 10:00:52.070;2022-12-18 10:00:52.070;Completed;Cash on Delivery;8566;70;1;1051.57;0.00;84.13
3443;1085;2022-12-10 10:00:52.070;2022-12-18 10:00:52.070;Completed;Cash on Delivery;8567;868;1;331.51;105.60;26.52
3444;4322;2023-05-09 10:00:52.073;NULL;NULL;NULL;8568;669;1;571.78;0.00;45.74
3445;511;2024-12-19 10:00:52.073;2024-12-26 10:00:52.073;Completed;PayPal;8569;367;16;26640.48;0.00;2131.24
3445;511;2024-12-19 10:00:52.073;2024-12-26 10:00:52.073;Completed;PayPal;8570;810;1;344.98;0.00;27.60
3446;219;2023-12-18 10:00:52.077;2023-12-20 10:00:52.077;Completed;PayPal;8571;864;1;114.73;18.84;9.18
3446;219;2023-12-18 10:00:52.077;2023-12-20 10:00:52.077;Completed;PayPal;8572;718;8;1226.40;0.00;98.11
3447;3648;2025-09-03 10:00:52.077;NULL;NULL;Debit Card;8573;143;1;311.60;0.00;24.93
3448;6132;2023-03-29 10:00:52.080;2023-04-02 10:00:52.080;Completed;NULL;8574;759;1;1586.86;0.00;126.95
3448;6132;2023-03-29 10:00:52.080;2023-04-02 10:00:52.080;Completed;NULL;8575;367;1;1665.03;0.00;133.20
3448;6132;2023-03-29 10:00:52.080;2023-04-02 10:00:52.080;Completed;NULL;8576;506;1;933.02;0.00;74.64
3449;6725;2024-03-14 10:00:52.080;2024-03-17 10:00:52.080;Completed;NULL;8577;763;1;409.78;0.00;32.78
3449;6725;2024-03-14 10:00:52.080;2024-03-17 10:00:52.080;Completed;NULL;8578;326;1;39.87;9.51;3.19
3449;6725;2024-03-14 10:00:52.080;2024-03-17 10:00:52.080;Completed;NULL;8579;608;1;89.43;0.00;7.15
3449;6725;2024-03-14 10:00:52.080;2024-03-17 10:00:52.080;Completed;NULL;8580;534;1;153.58;0.00;12.29
3450;4803;2024-05-31 10:00:52.083;2024-06-08 10:00:52.083;Completed;Debit Card;8581;345;1;72.55;12.45;5.80
3450;4803;2024-05-31 10:00:52.083;2024-06-08 10:00:52.083;Completed;Debit Card;8582;960;1;51.09;0.00;4.09
3450;4803;2024-05-31 10:00:52.083;2024-06-08 10:00:52.083;Completed;Debit Card;8583;32;1;290.15;0.00;23.21
3450;4803;2024-05-31 10:00:52.083;2024-06-08 10:00:52.083;Completed;Debit Card;8584;833;1;42.42;0.00;3.39
3451;800;2025-04-25 10:00:52.087;2025-05-03 10:00:52.087;Completed;PayPal;8585;732;1;346.10;21.62;27.69
3451;800;2025-04-25 10:00:52.087;2025-05-03 10:00:52.087;Completed;PayPal;8586;248;1;33.72;0.00;2.70
3451;800;2025-04-25 10:00:52.087;2025-05-03 10:00:52.087;Completed;PayPal;8587;244;1;145.84;18.11;11.67
3451;800;2025-04-25 10:00:52.087;2025-05-03 10:00:52.087;Completed;PayPal;8588;346;14;751.80;0.00;60.14
3452;16;2023-07-14 10:00:52.090;NULL;NULL;NULL;8589;564;1;37.12;0.00;2.97
3453;104;2023-05-02 10:00:52.090;2023-05-06 10:00:52.090;Completed;PayPal;8590;348;1;38.79;0.00;3.10
3453;104;2023-05-02 10:00:52.090;2023-05-06 10:00:52.090;Completed;PayPal;8591;830;1;143.83;0.00;11.51
3454;66;2024-06-27 10:00:52.093;2024-07-05 10:00:52.093;Completed;NULL;8592;103;1;1080.82;0.00;86.47
3455;1526;2024-06-10 10:00:52.093;2024-06-12 10:00:52.093;Completed;NULL;8593;337;1;90.30;0.00;7.22
3455;1526;2024-06-10 10:00:52.093;2024-06-12 10:00:52.093;Completed;NULL;8594;357;1;117.55;0.00;9.40
3455;1526;2024-06-10 10:00:52.093;2024-06-12 10:00:52.093;Completed;NULL;8595;769;1;1964.24;0.00;157.14
3455;1526;2024-06-10 10:00:52.093;2024-06-12 10:00:52.093;Completed;NULL;8596;946;1;296.98;0.00;23.76
3456;1898;2025-02-26 10:00:52.097;NULL;NULL;Debit Card;8597;809;1;81.00;0.00;6.48
3457;137;2022-12-31 10:00:52.097;2023-01-07 10:00:52.097;Completed;PayPal;8598;889;1;70.93;20.95;5.67
3457;137;2022-12-31 10:00:52.097;2023-01-07 10:00:52.097;Completed;PayPal;8599;39;1;129.53;0.00;10.36
3457;137;2022-12-31 10:00:52.097;2023-01-07 10:00:52.097;Completed;PayPal;8600;55;1;975.13;0.00;78.01
3458;6446;2023-01-31 10:00:52.100;2023-02-08 10:00:52.100;Completed;NULL;8601;221;1;163.66;0.00;13.09
3459;2345;2023-01-02 10:00:52.100;NULL;NULL;NULL;8602;773;1;258.59;0.00;20.69
3459;2345;2023-01-02 10:00:52.100;NULL;NULL;NULL;8603;41;1;252.97;0.00;20.24
3460;2898;2023-02-22 10:00:52.103;2023-02-24 10:00:52.103;Completed;Debit Card;8604;353;1;469.40;0.00;37.55
3460;2898;2023-02-22 10:00:52.103;2023-02-24 10:00:52.103;Completed;Debit Card;8605;189;1;110.71;6.15;8.86
3460;2898;2023-02-22 10:00:52.103;2023-02-24 10:00:52.103;Completed;Debit Card;8606;410;1;148.40;0.00;11.87
3461;1406;2023-12-11 10:00:52.107;2023-12-19 10:00:52.107;Completed;Credit Card;8607;430;1;189.26;0.00;15.14
3462;1052;2024-01-18 10:00:52.107;NULL;NULL;Credit Card;8608;288;1;35.07;0.00;2.81
3462;1052;2024-01-18 10:00:52.107;NULL;NULL;Credit Card;8609;715;1;13.74;2.56;1.10
3463;1;2024-03-27 10:00:52.110;2024-04-03 10:00:52.110;Completed;NULL;8610;346;1;53.70;0.00;4.30
3463;1;2024-03-27 10:00:52.110;2024-04-03 10:00:52.110;Completed;NULL;8611;281;1;192.57;0.00;15.41
3463;1;2024-03-27 10:00:52.110;2024-04-03 10:00:52.110;Completed;NULL;8612;327;1;266.86;0.00;21.35
3464;9438;2023-02-02 10:00:52.113;2023-02-07 10:00:52.113;Completed;NULL;8613;692;1;975.87;134.17;78.07
3464;9438;2023-02-02 10:00:52.113;2023-02-07 10:00:52.113;Completed;NULL;8614;256;1;170.26;0.00;13.62
3464;9438;2023-02-02 10:00:52.113;2023-02-07 10:00:52.113;Completed;NULL;8615;887;1;57.89;0.00;4.63
3464;9438;2023-02-02 10:00:52.113;2023-02-07 10:00:52.113;Completed;NULL;8616;274;1;163.96;45.24;13.12
3465;2377;2024-12-31 10:00:52.113;2025-01-07 10:00:52.113;Completed;NULL;8617;289;1;421.82;0.00;33.75
3465;2377;2024-12-31 10:00:52.113;2025-01-07 10:00:52.113;Completed;NULL;8618;760;1;48.58;0.00;3.89
3466;824;2024-04-08 10:00:52.117;NULL;NULL;NULL;8619;726;1;128.40;0.00;10.27
3466;824;2024-04-08 10:00:52.117;NULL;NULL;NULL;8620;252;1;61.06;0.00;4.88
3466;824;2024-04-08 10:00:52.117;NULL;NULL;NULL;8621;183;1;1816.25;0.00;145.30
3467;7647;2024-04-03 10:00:52.120;2024-04-10 10:00:52.120;Completed;Credit Card;8622;682;1;1423.58;0.00;113.89
3467;7647;2024-04-03 10:00:52.120;2024-04-10 10:00:52.120;Completed;Credit Card;8623;695;1;178.60;0.00;14.29
3468;902;2024-03-10 10:00:52.120;NULL;NULL;PayPal;8624;483;1;109.72;0.00;8.78
3468;902;2024-03-10 10:00:52.120;NULL;NULL;PayPal;8625;143;1;311.60;0.00;24.93
3468;902;2024-03-10 10:00:52.120;NULL;NULL;PayPal;8626;343;1;228.15;0.00;18.25
3469;7640;2024-07-29 10:00:52.123;NULL;NULL;Debit Card;8627;527;1;172.74;0.00;13.82
3469;7640;2024-07-29 10:00:52.123;NULL;NULL;Debit Card;8628;32;1;290.15;0.00;23.21
3470;9950;2024-05-19 10:00:52.127;NULL;NULL;Credit Card;8629;541;1;441.67;0.00;35.33
3470;9950;2024-05-19 10:00:52.127;NULL;NULL;Credit Card;8630;308;1;198.45;0.00;15.88
3470;9950;2024-05-19 10:00:52.127;NULL;NULL;Credit Card;8631;231;13;1719.05;490.30;137.52
3470;9950;2024-05-19 10:00:52.127;NULL;NULL;Credit Card;8632;821;1;239.33;0.00;19.15
3471;2091;2025-06-07 10:00:52.127;2025-06-11 10:00:52.127;Completed;Debit Card;8633;328;1;263.37;0.00;21.07
3471;2091;2025-06-07 10:00:52.127;2025-06-11 10:00:52.127;Completed;Debit Card;8634;285;1;14.91;0.00;1.19
3471;2091;2025-06-07 10:00:52.127;2025-06-11 10:00:52.127;Completed;Debit Card;8635;930;1;930.30;0.00;74.42
3471;2091;2025-06-07 10:00:52.127;2025-06-11 10:00:52.127;Completed;Debit Card;8636;292;1;911.85;0.00;72.95
3472;13;2024-11-24 10:00:52.130;NULL;NULL;NULL;8637;956;1;1235.27;0.00;98.82
3472;13;2024-11-24 10:00:52.130;NULL;NULL;NULL;8638;602;1;1662.92;0.00;133.03
3472;13;2024-11-24 10:00:52.130;NULL;NULL;NULL;8639;25;1;290.77;0.00;23.26
3473;8404;2025-06-11 10:00:52.133;2025-06-13 10:00:52.133;Completed;Debit Card;8640;442;1;137.27;0.00;10.98
3473;8404;2025-06-11 10:00:52.133;2025-06-13 10:00:52.133;Completed;Debit Card;8641;433;1;97.60;20.84;7.81
3473;8404;2025-06-11 10:00:52.133;2025-06-13 10:00:52.133;Completed;Debit Card;8642;354;1;329.59;28.78;26.37
3474;589;2023-07-03 10:00:52.137;NULL;NULL;Credit Card;8643;976;1;198.45;0.00;15.88
3474;589;2023-07-03 10:00:52.137;NULL;NULL;Credit Card;8644;53;1;40.77;0.00;3.26
